shift_id,staff_id,staff_type,department_id,shift_date,shift_type,hours_worked
SHF-261725,NUR-988579,Nurse,DEP-019,2025-07-29,Morning,8.0
SHF-261726,NUR-163153,Nurse,DEP-016,2025-03-19,Night,10.0
SHF-261762,NUR-192482,Nurse,DEP-018,2024-03-15,Afternoon,12.0
SHF-261763,DOC-272586,Doctor,DEP-014,2026-03-16,Morning,12.0
SHF-261832,NUR-157415,Nurse,DEP-002,2025-10-19,Afternoon,10.0
SHF-261898,EMP-983570,Employee,DEP-016,2024-06-05,Morning,8.0
SHF-261903,DOC-991422,Doctor,DEP-018,2023-04-13,Night,12.0
SHF-261944,EMP-469131,Employee,DEP-001,2025-07-15,Night,8.0
SHF-261996,NUR-499546,Nurse,DEP-016,2023-02-06,Afternoon,12.0
SHF-262051,NUR-654292,Nurse,DEP-010,2024-12-23,Afternoon,10.0
SHF-262071,NUR-477935,Nurse,DEP-007,2023-08-15,Afternoon,8.0
SHF-262077,NUR-121395,Nurse,DEP-002,2023-07-06,Night,12.0
SHF-262128,EMP-339802,Employee,DEP-020,2023-12-12,Afternoon,8.0
SHF-262167,DOC-257009,Doctor,DEP-007,2023-01-23,Night,10.0
SHF-262228,EMP-507444,Employee,DEP-012,2025-01-30,Afternoon,12.0
SHF-262272,NUR-201987,Nurse,DEP-020,2024-02-11,Morning,8.0
SHF-262276,NUR-568489,Nurse,DEP-014,2024-05-03,Night,8.0
SHF-262279,NUR-249027,Nurse,DEP-007,2023-02-09,Morning,12.0
SHF-262281,NUR-175454,Nurse,DEP-002,2023-11-01,Night,12.0
SHF-262324,DOC-548443,Doctor,DEP-007,2026-03-16,Morning,12.0
SHF-262350,NUR-572020,Nurse,DEP-008,2024-10-29,Afternoon,12.0
SHF-262376,NUR-236258,Nurse,DEP-005,2024-01-21,Night,8.0
SHF-262434,NUR-665659,Nurse,DEP-019,2025-04-07,Morning,8.0
SHF-262453,EMP-713342,Employee,DEP-016,2024-11-21,Morning,10.0
SHF-262459,EMP-745104,Employee,DEP-008,2025-02-23,Morning,10.0
SHF-262465,DOC-682357,Doctor,DEP-014,2024-10-28,Morning,12.0
SHF-262497,NUR-105757,Nurse,DEP-012,2024-06-12,Afternoon,10.0
SHF-262541,NUR-363054,Nurse,DEP-009,2024-02-20,Night,8.0
SHF-262607,EMP-845759,Employee,DEP-009,2025-06-26,Morning,10.0
SHF-262609,DOC-324658,Doctor,DEP-011,2025-08-27,Morning,12.0
SHF-262650,DOC-735803,Doctor,DEP-007,2025-08-24,Afternoon,10.0
SHF-262654,NUR-931497,Nurse,DEP-002,2026-01-22,Night,12.0
SHF-262664,EMP-522325,Employee,DEP-006,2026-07-04,Morning,10.0
SHF-262690,EMP-746319,Employee,DEP-004,2024-02-12,Morning,8.0
SHF-262750,NUR-549485,Nurse,DEP-005,2025-08-28,Morning,12.0
SHF-262760,EMP-175501,Employee,DEP-003,2026-02-20,Night,10.0
SHF-262786,NUR-134182,Nurse,DEP-008,2023-07-17,Morning,12.0
SHF-262839,NUR-929638,Nurse,DEP-005,2023-06-07,Afternoon,10.0
SHF-262927,EMP-882272,Employee,DEP-012,2024-06-28,Night,8.0
SHF-262947,NUR-111485,Nurse,DEP-003,2024-06-29,Afternoon,10.0
SHF-262959,EMP-469282,Employee,DEP-012,2023-09-22,Morning,8.0
SHF-262999,EMP-623392,Employee,DEP-012,2026-06-15,Afternoon,10.0
SHF-263009,EMP-701957,Employee,DEP-007,2025-06-13,Morning,12.0
SHF-263073,NUR-707497,Nurse,DEP-004,2025-09-15,Morning,8.0
SHF-263110,NUR-309698,Nurse,DEP-006,2023-02-03,Morning,10.0
SHF-263141,NUR-893669,Nurse,DEP-004,2024-02-18,Morning,10.0
SHF-263148,EMP-264734,Employee,DEP-002,2025-01-12,Morning,10.0
SHF-263315,NUR-759538,Nurse,DEP-007,2023-03-21,Night,8.0
SHF-263336,NUR-317391,Nurse,DEP-010,2025-06-29,Morning,8.0
SHF-263351,EMP-758546,Employee,DEP-009,2026-07-14,Night,8.0
SHF-263354,DOC-340935,Doctor,DEP-018,2023-03-08,Night,8.0
SHF-263358,NUR-363493,Nurse,DEP-012,2025-01-25,Night,8.0
SHF-263382,EMP-176689,Employee,DEP-017,2026-05-26,Morning,12.0
SHF-263446,EMP-616217,Employee,DEP-018,2023-12-11,Night,10.0
SHF-263477,NUR-215135,Nurse,DEP-015,2024-02-17,Afternoon,10.0
SHF-263510,EMP-462504,Employee,DEP-008,2023-08-05,Morning,12.0
SHF-263559,EMP-892473,Employee,DEP-004,2026-08-05,Night,8.0
SHF-263565,NUR-651125,Nurse,DEP-020,2023-03-21,Morning,10.0
SHF-263571,NUR-771742,Nurse,DEP-013,2025-05-02,Morning,10.0
SHF-263614,NUR-423975,Nurse,DEP-004,2025-03-13,Morning,12.0
SHF-263652,NUR-953159,Nurse,DEP-011,2024-08-29,Night,8.0
SHF-263710,DOC-517268,Doctor,DEP-018,2025-06-28,Morning,12.0
SHF-263792,NUR-281284,Nurse,DEP-016,2024-04-03,Night,12.0
SHF-263857,NUR-602076,Nurse,DEP-009,2026-07-22,Night,10.0
SHF-263868,EMP-494061,Employee,DEP-004,2023-05-25,Morning,10.0
SHF-263869,NUR-770635,Nurse,DEP-004,2026-05-11,Morning,8.0
SHF-263875,EMP-127049,Employee,DEP-010,2025-09-29,Morning,8.0
SHF-263934,DOC-537042,Doctor,DEP-015,2025-11-18,Morning,12.0
SHF-263935,EMP-264734,Employee,DEP-002,2023-10-09,Night,8.0
SHF-263995,EMP-891865,Employee,DEP-015,2025-08-03,Morning,10.0
SHF-264049,EMP-335164,Employee,DEP-019,2025-04-06,Morning,10.0
SHF-264116,NUR-686307,Nurse,DEP-001,2024-05-26,Night,10.0
SHF-264165,NUR-935444,Nurse,DEP-005,2024-10-25,Night,10.0
SHF-264200,NUR-709452,Nurse,DEP-020,2026-03-30,Afternoon,8.0
SHF-264230,EMP-264734,Employee,DEP-005,2024-09-21,Afternoon,8.0
SHF-264231,NUR-624342,Nurse,DEP-002,2023-01-16,Afternoon,8.0
SHF-264239,NUR-532412,Nurse,DEP-012,2026-03-26,Night,12.0
SHF-264290,EMP-312157,Employee,DEP-006,2023-06-28,Morning,8.0
SHF-264317,NUR-845588,Nurse,DEP-009,2023-12-04,Morning,12.0
SHF-264409,NUR-561064,Nurse,DEP-018,2024-05-18,Night,8.0
SHF-264426,EMP-239964,Employee,DEP-008,2024-12-31,Morning,10.0
SHF-264461,EMP-660416,Employee,DEP-019,2026-03-04,Afternoon,10.0
SHF-264473,EMP-730123,Employee,DEP-007,2025-08-19,Morning,12.0
SHF-264494,NUR-108707,Nurse,DEP-017,2025-02-18,Morning,12.0
SHF-264515,NUR-234449,Nurse,DEP-011,2024-01-30,Night,8.0
SHF-264558,NUR-797443,Nurse,DEP-008,2024-11-08,Afternoon,8.0
SHF-264606,EMP-334689,Employee,DEP-015,2024-03-11,Night,8.0
SHF-264815,EMP-496393,Employee,DEP-006,2024-07-07,Morning,8.0
SHF-264856,EMP-704783,Employee,DEP-011,2024-03-04,Afternoon,12.0
SHF-264909,EMP-175501,Employee,DEP-003,2024-03-05,Afternoon,8.0
SHF-264939,DOC-776748,Doctor,DEP-009,2024-04-04,Afternoon,12.0
SHF-265047,NUR-935751,Nurse,DEP-019,2026-06-16,Night,12.0
SHF-265071,EMP-620479,Employee,DEP-007,2026-05-27,Night,8.0
SHF-265176,DOC-729671,Doctor,DEP-013,2026-02-10,Night,10.0
SHF-265225,NUR-590698,Nurse,DEP-020,2024-11-06,Morning,12.0
SHF-265237,NUR-298657,Nurse,DEP-018,2026-06-12,Morning,10.0
SHF-265293,NUR-975150,Nurse,DEP-011,2024-12-24,Night,8.0
SHF-265306,EMP-258163,Employee,DEP-017,2026-06-07,Morning,12.0
SHF-265367,EMP-124955,Employee,DEP-020,2024-11-27,Afternoon,8.0
SHF-265378,NUR-408087,Nurse,DEP-002,2024-01-10,Night,10.0
SHF-265398,DOC-633119,Doctor,DEP-013,2024-11-16,Morning,10.0
SHF-265437,DOC-816952,Doctor,DEP-012,2023-08-04,Morning,8.0
SHF-265479,NUR-477935,Nurse,DEP-004,2023-10-15,Morning,8.0
SHF-265512,NUR-932067,Nurse,DEP-009,2023-08-25,Morning,8.0
SHF-265520,DOC-853343,Doctor,DEP-015,2025-10-23,Afternoon,12.0
SHF-265551,NUR-621569,Nurse,DEP-015,2023-07-07,Afternoon,8.0
SHF-265592,NUR-471825,Nurse,DEP-010,2025-06-29,Afternoon,12.0
SHF-265607,EMP-767867,Employee,DEP-008,2024-11-29,Night,12.0
SHF-265618,NUR-481757,Nurse,DEP-017,2023-02-13,Morning,10.0
SHF-265629,NUR-370535,Nurse,DEP-016,2024-05-29,Night,10.0
SHF-265683,EMP-556248,Employee,DEP-008,2024-02-24,Afternoon,10.0
SHF-265851,NUR-801522,Nurse,DEP-001,2024-01-11,Night,10.0
SHF-265968,EMP-792516,Employee,DEP-006,2024-10-08,Afternoon,8.0
SHF-266061,NUR-968682,Nurse,DEP-018,2024-08-11,Afternoon,12.0
SHF-266078,DOC-901267,Doctor,DEP-019,2023-06-02,Morning,12.0
SHF-266102,EMP-442533,Employee,DEP-008,2026-01-15,Night,12.0
SHF-266105,EMP-285278,Employee,DEP-013,2025-07-19,Afternoon,12.0
SHF-266119,NUR-934300,Nurse,DEP-018,2026-04-19,Afternoon,8.0
SHF-266130,NUR-278899,Nurse,DEP-005,2025-12-18,Afternoon,8.0
SHF-266134,DOC-606110,Doctor,DEP-016,2024-01-24,Morning,8.0
SHF-266209,NUR-502572,Nurse,DEP-011,2024-04-14,Night,8.0
SHF-266212,NUR-474356,Nurse,DEP-004,2024-07-13,Night,10.0
SHF-266309,NUR-127114,Nurse,DEP-003,2025-01-30,Night,10.0
SHF-266333,NUR-139790,Nurse,DEP-005,2024-09-26,Night,8.0
SHF-266336,DOC-821636,Doctor,DEP-018,2023-04-19,Afternoon,10.0
SHF-266433,EMP-405432,Employee,DEP-016,2023-07-04,Afternoon,12.0
SHF-266441,NUR-369420,Nurse,DEP-015,2026-07-14,Morning,8.0
SHF-266574,NUR-532412,Nurse,DEP-018,2023-10-11,Night,8.0
SHF-266670,NUR-765623,Nurse,DEP-014,2023-03-15,Morning,10.0
SHF-266681,NUR-445043,Nurse,DEP-005,2024-06-05,Night,10.0
SHF-266699,NUR-342869,Nurse,DEP-017,2026-04-10,Night,10.0
SHF-266748,NUR-568489,Nurse,DEP-005,2023-01-22,Morning,8.0
SHF-266750,EMP-440235,Employee,DEP-002,2023-02-18,Morning,12.0
SHF-266813,EMP-818314,Employee,DEP-010,2026-06-16,Morning,10.0
SHF-266828,NUR-372453,Nurse,DEP-013,2024-09-11,Afternoon,8.0
SHF-266884,DOC-858091,Doctor,DEP-020,2023-07-26,Morning,8.0
SHF-266888,DOC-732987,Doctor,DEP-008,2025-06-09,Night,12.0
SHF-267062,DOC-986893,Doctor,DEP-013,2025-05-05,Morning,8.0
SHF-267118,NUR-397457,Nurse,DEP-018,2023-08-29,Morning,10.0
SHF-267133,NUR-757676,Nurse,DEP-015,2023-04-07,Night,12.0
SHF-267159,DOC-426915,Doctor,DEP-001,2024-03-31,Night,12.0
SHF-267180,EMP-173570,Employee,DEP-005,2026-01-08,Morning,10.0
SHF-267183,NUR-793670,Nurse,DEP-013,2025-02-03,Night,8.0
SHF-267304,DOC-652433,Doctor,DEP-005,2024-03-23,Morning,12.0
SHF-267414,EMP-571420,Employee,DEP-004,2024-03-05,Night,12.0
SHF-267457,NUR-404025,Nurse,DEP-012,2026-08-03,Morning,8.0
SHF-267500,NUR-574121,Nurse,DEP-017,2024-09-29,Afternoon,8.0
SHF-267526,DOC-231613,Doctor,DEP-014,2024-11-13,Morning,12.0
SHF-267552,EMP-707733,Employee,DEP-003,2025-04-06,Afternoon,8.0
SHF-267558,NUR-685708,Nurse,DEP-020,2023-02-13,Night,8.0
SHF-267594,NUR-801516,Nurse,DEP-019,2026-07-03,Night,8.0
SHF-267608,DOC-728967,Doctor,DEP-020,2026-03-14,Afternoon,12.0
SHF-267640,EMP-870381,Employee,DEP-001,2023-10-13,Night,12.0
SHF-267745,NUR-764205,Nurse,DEP-002,2023-06-05,Afternoon,10.0
SHF-267754,NUR-354326,Nurse,DEP-001,2025-06-27,Afternoon,12.0
SHF-267789,EMP-282013,Employee,DEP-013,2024-02-25,Morning,8.0
SHF-267884,NUR-974629,Nurse,DEP-008,2023-05-12,Morning,8.0
SHF-267892,NUR-941486,Nurse,DEP-016,2026-05-30,Afternoon,12.0
SHF-267914,NUR-137993,Nurse,DEP-019,2023-11-17,Night,10.0
SHF-267928,EMP-840089,Employee,DEP-008,2024-10-25,Morning,10.0
SHF-268002,NUR-642499,Nurse,DEP-012,2024-10-30,Morning,10.0
SHF-268088,EMP-739868,Employee,DEP-014,2025-02-23,Afternoon,12.0
SHF-268116,NUR-203478,Nurse,DEP-002,2024-08-26,Night,10.0
SHF-268132,EMP-775958,Employee,DEP-011,2024-02-25,Afternoon,12.0
SHF-268369,EMP-134717,Employee,DEP-010,2024-05-21,Morning,10.0
SHF-268387,NUR-236862,Nurse,DEP-001,2025-03-11,Night,12.0
SHF-268411,NUR-969042,Nurse,DEP-019,2024-04-27,Night,12.0
SHF-268615,EMP-428574,Employee,DEP-017,2023-03-25,Night,8.0
SHF-268694,DOC-257009,Doctor,DEP-015,2023-11-13,Night,8.0
SHF-268777,DOC-173632,Doctor,DEP-009,2023-02-10,Afternoon,12.0
SHF-268863,NUR-144695,Nurse,DEP-013,2024-02-22,Morning,8.0
SHF-268879,EMP-922964,Employee,DEP-003,2025-11-14,Morning,10.0
SHF-268926,NUR-135085,Nurse,DEP-008,2024-11-14,Morning,8.0
SHF-268950,NUR-165543,Nurse,DEP-014,2024-10-03,Afternoon,10.0
SHF-268974,NUR-482824,Nurse,DEP-008,2025-01-23,Afternoon,8.0
SHF-269064,DOC-575494,Doctor,DEP-005,2023-04-09,Night,8.0
SHF-269066,EMP-412919,Employee,DEP-001,2023-07-22,Night,12.0
SHF-269121,EMP-412232,Employee,DEP-016,2024-06-16,Night,12.0
SHF-269160,NUR-298657,Nurse,DEP-008,2025-06-20,Night,10.0
SHF-269163,DOC-376578,Doctor,DEP-014,2023-04-27,Afternoon,10.0
SHF-269180,NUR-965619,Nurse,DEP-007,2023-12-24,Night,12.0
SHF-269199,NUR-974629,Nurse,DEP-005,2023-05-02,Morning,10.0
SHF-269221,EMP-160302,Employee,DEP-018,2025-08-15,Morning,12.0
SHF-269252,NUR-981020,Nurse,DEP-010,2024-07-06,Night,12.0
SHF-269271,NUR-970683,Nurse,DEP-019,2024-06-14,Morning,10.0
SHF-269331,NUR-793510,Nurse,DEP-020,2025-07-24,Morning,8.0
SHF-269406,NUR-847718,Nurse,DEP-020,2025-08-13,Afternoon,12.0
SHF-269454,NUR-299727,Nurse,DEP-015,2025-07-24,Night,12.0
SHF-269457,DOC-862248,Doctor,DEP-004,2023-06-18,Night,12.0
SHF-269482,NUR-587374,Nurse,DEP-006,2025-05-06,Night,8.0
SHF-269490,NUR-889225,Nurse,DEP-015,2026-03-29,Night,10.0
SHF-269545,DOC-313953,Doctor,DEP-004,2025-04-05,Morning,8.0
SHF-269632,DOC-559442,Doctor,DEP-010,2024-09-12,Morning,12.0
SHF-269647,EMP-473235,Employee,DEP-011,2023-12-03,Afternoon,8.0
SHF-269656,DOC-683722,Doctor,DEP-005,2025-06-04,Morning,8.0
SHF-269657,EMP-982035,Employee,DEP-019,2024-08-22,Afternoon,10.0
SHF-269666,EMP-810651,Employee,DEP-003,2023-07-02,Morning,12.0
SHF-269723,DOC-694822,Doctor,DEP-012,2024-08-22,Morning,12.0
SHF-269749,EMP-690561,Employee,DEP-006,2024-05-11,Afternoon,10.0
SHF-269806,NUR-692832,Nurse,DEP-004,2023-08-12,Afternoon,12.0
SHF-269829,NUR-809807,Nurse,DEP-016,2024-11-29,Morning,10.0
SHF-269849,DOC-825513,Doctor,DEP-020,2023-09-30,Afternoon,8.0
SHF-269898,NUR-521206,Nurse,DEP-005,2025-07-26,Afternoon,12.0
SHF-269929,DOC-756367,Doctor,DEP-020,2024-04-26,Night,10.0
SHF-269974,NUR-810514,Nurse,DEP-012,2025-06-16,Afternoon,12.0
SHF-269979,NUR-654292,Nurse,DEP-004,2024-10-08,Morning,10.0
SHF-270005,NUR-415925,Nurse,DEP-006,2025-05-05,Morning,12.0
SHF-270017,EMP-861920,Employee,DEP-013,2024-07-30,Night,10.0
SHF-270086,NUR-665443,Nurse,DEP-012,2023-08-06,Morning,10.0
SHF-270238,EMP-408765,Employee,DEP-016,2024-08-23,Afternoon,10.0
SHF-270335,NUR-153016,Nurse,DEP-003,2025-02-06,Afternoon,8.0
SHF-270359,DOC-366627,Doctor,DEP-011,2026-05-12,Night,10.0
SHF-270433,EMP-834932,Employee,DEP-003,2023-09-05,Night,10.0
SHF-270488,NUR-793510,Nurse,DEP-004,2023-04-03,Morning,12.0
SHF-270510,DOC-566894,Doctor,DEP-003,2025-11-03,Morning,8.0
SHF-270557,NUR-697517,Nurse,DEP-008,2024-03-13,Night,12.0
SHF-270566,EMP-775958,Employee,DEP-005,2024-09-21,Night,10.0
SHF-270621,NUR-247836,Nurse,DEP-002,2025-04-06,Night,12.0
SHF-270728,NUR-778096,Nurse,DEP-010,2025-07-07,Night,10.0
SHF-270758,NUR-320257,Nurse,DEP-018,2024-01-21,Afternoon,12.0
SHF-270780,NUR-363054,Nurse,DEP-008,2026-08-06,Afternoon,12.0
SHF-270806,NUR-791715,Nurse,DEP-015,2026-01-19,Night,10.0
SHF-270854,NUR-925601,Nurse,DEP-008,2025-10-04,Night,8.0
SHF-270867,EMP-454055,Employee,DEP-015,2026-05-23,Night,8.0
SHF-270904,NUR-352602,Nurse,DEP-015,2023-08-06,Night,8.0
SHF-270935,NUR-914050,Nurse,DEP-002,2025-01-06,Afternoon,12.0
SHF-270945,NUR-318513,Nurse,DEP-019,2023-11-15,Afternoon,12.0
SHF-270949,NUR-751051,Nurse,DEP-007,2026-03-11,Morning,10.0
SHF-270960,NUR-758035,Nurse,DEP-013,2024-09-22,Afternoon,12.0
SHF-270978,NUR-707497,Nurse,DEP-012,2026-03-20,Morning,10.0
SHF-271014,NUR-916765,Nurse,DEP-003,2024-09-22,Night,12.0
SHF-271047,NUR-738439,Nurse,DEP-012,2025-04-09,Night,12.0
SHF-271081,NUR-703547,Nurse,DEP-013,2026-07-29,Afternoon,8.0
SHF-271123,EMP-559047,Employee,DEP-010,2026-03-31,Night,12.0
SHF-271214,DOC-183675,Doctor,DEP-019,2024-12-31,Morning,12.0
SHF-271220,DOC-534636,Doctor,DEP-002,2024-07-16,Afternoon,10.0
SHF-271273,NUR-127004,Nurse,DEP-012,2023-11-05,Afternoon,12.0
SHF-271298,NUR-312641,Nurse,DEP-016,2025-06-04,Afternoon,12.0
SHF-271301,EMP-359800,Employee,DEP-004,2025-10-19,Night,10.0
SHF-271382,EMP-533322,Employee,DEP-002,2024-01-10,Morning,12.0
SHF-271484,DOC-561540,Doctor,DEP-012,2026-04-17,Night,12.0
SHF-271501,NUR-970298,Nurse,DEP-011,2026-01-18,Night,10.0
SHF-271523,EMP-433818,Employee,DEP-014,2024-07-17,Afternoon,8.0
SHF-271531,EMP-963029,Employee,DEP-004,2024-04-23,Morning,10.0
SHF-271550,NUR-184144,Nurse,DEP-013,2024-02-03,Afternoon,10.0
SHF-271582,NUR-882750,Nurse,DEP-007,2024-05-03,Afternoon,12.0
SHF-271626,EMP-955354,Employee,DEP-011,2026-08-02,Morning,8.0
SHF-271665,EMP-930639,Employee,DEP-001,2023-06-20,Afternoon,8.0
SHF-271688,EMP-404470,Employee,DEP-002,2023-11-30,Afternoon,8.0
SHF-271698,NUR-981020,Nurse,DEP-001,2026-03-29,Morning,8.0
SHF-271718,NUR-561315,Nurse,DEP-010,2023-03-10,Morning,10.0
SHF-271726,NUR-751354,Nurse,DEP-009,2026-07-04,Morning,10.0
SHF-271754,NUR-253356,Nurse,DEP-005,2026-01-30,Night,8.0
SHF-271756,NUR-991905,Nurse,DEP-008,2024-01-26,Morning,12.0
SHF-271773,NUR-651125,Nurse,DEP-003,2024-01-12,Morning,8.0
SHF-271880,EMP-180311,Employee,DEP-006,2025-09-12,Morning,12.0
SHF-271953,EMP-955986,Employee,DEP-004,2024-07-05,Morning,8.0
SHF-271956,NUR-613728,Nurse,DEP-018,2026-01-14,Morning,10.0
SHF-272063,NUR-213747,Nurse,DEP-017,2025-05-09,Morning,10.0
SHF-272086,NUR-400051,Nurse,DEP-004,2023-10-15,Morning,8.0
SHF-272094,NUR-680251,Nurse,DEP-019,2025-10-08,Night,12.0
SHF-272127,EMP-194266,Employee,DEP-016,2026-05-29,Afternoon,12.0
SHF-272158,NUR-425625,Nurse,DEP-006,2025-06-14,Morning,10.0
SHF-272179,EMP-488016,Employee,DEP-003,2024-03-05,Afternoon,10.0
SHF-272266,NUR-376412,Nurse,DEP-010,2023-05-05,Morning,8.0
SHF-272342,NUR-468098,Nurse,DEP-001,2023-04-01,Morning,8.0
SHF-272357,DOC-176819,Doctor,DEP-006,2023-12-10,Afternoon,10.0
SHF-272361,NUR-831239,Nurse,DEP-018,2025-03-12,Morning,12.0
SHF-272456,NUR-400656,Nurse,DEP-010,2024-12-12,Afternoon,10.0
SHF-272521,NUR-372453,Nurse,DEP-019,2025-08-01,Afternoon,8.0
SHF-272556,EMP-668706,Employee,DEP-003,2025-03-07,Night,12.0
SHF-272602,EMP-508189,Employee,DEP-013,2024-10-04,Night,10.0
SHF-272685,NUR-404481,Nurse,DEP-016,2023-04-06,Morning,8.0
SHF-272733,DOC-847971,Doctor,DEP-015,2025-04-20,Afternoon,10.0
SHF-272818,NUR-636090,Nurse,DEP-008,2025-11-04,Night,12.0
SHF-272894,DOC-878855,Doctor,DEP-013,2023-02-27,Night,12.0
SHF-272965,NUR-366578,Nurse,DEP-017,2026-02-11,Morning,12.0
SHF-273007,NUR-118050,Nurse,DEP-002,2023-07-30,Night,8.0
SHF-273048,NUR-743540,Nurse,DEP-004,2025-11-05,Night,10.0
SHF-273070,NUR-539494,Nurse,DEP-003,2023-09-07,Morning,12.0
SHF-273082,DOC-798125,Doctor,DEP-009,2023-04-30,Afternoon,10.0
SHF-273087,NUR-732631,Nurse,DEP-019,2023-08-02,Night,10.0
SHF-273162,DOC-763697,Doctor,DEP-013,2023-01-18,Morning,8.0
SHF-273174,NUR-167132,Nurse,DEP-012,2023-04-16,Morning,8.0
SHF-273196,EMP-471934,Employee,DEP-019,2026-02-03,Night,10.0
SHF-273257,EMP-932235,Employee,DEP-012,2024-12-16,Morning,12.0
SHF-273280,DOC-727886,Doctor,DEP-013,2026-06-26,Night,10.0
SHF-273397,NUR-621569,Nurse,DEP-012,2025-09-22,Night,8.0
SHF-273584,DOC-890460,Doctor,DEP-019,2023-04-24,Night,12.0
SHF-273603,NUR-858296,Nurse,DEP-020,2023-10-16,Afternoon,8.0
SHF-273649,EMP-383529,Employee,DEP-004,2024-05-02,Afternoon,8.0
SHF-273728,DOC-646164,Doctor,DEP-013,2025-02-20,Morning,8.0
SHF-273733,EMP-603025,Employee,DEP-014,2026-06-05,Night,8.0
SHF-273766,DOC-994199,Doctor,DEP-012,2023-04-25,Afternoon,12.0
SHF-273835,NUR-744750,Nurse,DEP-020,2024-09-28,Afternoon,10.0
SHF-273912,NUR-416112,Nurse,DEP-009,2026-03-04,Night,12.0
SHF-273913,NUR-614386,Nurse,DEP-016,2025-05-23,Night,8.0
SHF-273928,NUR-602076,Nurse,DEP-017,2024-11-17,Afternoon,10.0
SHF-274024,DOC-623747,Doctor,DEP-019,2023-10-30,Afternoon,8.0
SHF-274050,NUR-669383,Nurse,DEP-015,2023-05-19,Afternoon,10.0
SHF-274093,EMP-974505,Employee,DEP-012,2024-12-24,Afternoon,8.0
SHF-274153,NUR-903237,Nurse,DEP-003,2026-05-01,Morning,10.0
SHF-274163,EMP-879365,Employee,DEP-013,2024-07-12,Morning,8.0
SHF-274175,NUR-119391,Nurse,DEP-001,2025-07-03,Morning,10.0
SHF-274298,NUR-538782,Nurse,DEP-012,2026-05-04,Afternoon,12.0
SHF-274324,EMP-484178,Employee,DEP-001,2023-08-23,Night,12.0
SHF-274332,NUR-756838,Nurse,DEP-017,2026-01-24,Night,8.0
SHF-274338,EMP-227386,Employee,DEP-015,2026-03-11,Morning,12.0
SHF-274369,DOC-381428,Doctor,DEP-016,2025-04-02,Night,8.0
SHF-274401,DOC-173632,Doctor,DEP-004,2023-12-18,Afternoon,8.0
SHF-274406,EMP-884882,Employee,DEP-020,2024-11-28,Afternoon,8.0
SHF-274441,EMP-717200,Employee,DEP-005,2024-06-12,Night,12.0
SHF-274557,DOC-943691,Doctor,DEP-016,2025-08-27,Afternoon,12.0
SHF-274561,NUR-774359,Nurse,DEP-003,2026-02-17,Afternoon,8.0
SHF-274585,EMP-915720,Employee,DEP-015,2023-06-08,Afternoon,10.0
SHF-274588,EMP-399846,Employee,DEP-016,2024-06-03,Afternoon,10.0
SHF-274667,DOC-890460,Doctor,DEP-010,2024-08-03,Afternoon,10.0
SHF-274709,NUR-205774,Nurse,DEP-012,2023-04-16,Night,12.0
SHF-274786,DOC-588473,Doctor,DEP-014,2025-04-28,Morning,8.0
SHF-274829,NUR-386403,Nurse,DEP-019,2023-09-25,Afternoon,8.0
SHF-274848,NUR-317391,Nurse,DEP-016,2026-03-05,Night,10.0
SHF-274885,EMP-467104,Employee,DEP-014,2026-03-01,Night,8.0
SHF-274917,NUR-762529,Nurse,DEP-013,2024-04-07,Afternoon,12.0
SHF-274919,NUR-397457,Nurse,DEP-002,2026-03-05,Afternoon,8.0
SHF-274930,EMP-410532,Employee,DEP-002,2023-12-24,Night,12.0
SHF-274986,EMP-381957,Employee,DEP-016,2024-08-27,Morning,12.0
SHF-275007,EMP-366541,Employee,DEP-001,2025-07-28,Morning,8.0
SHF-275080,NUR-970463,Nurse,DEP-017,2023-05-17,Morning,8.0
SHF-275098,EMP-483526,Employee,DEP-016,2023-06-18,Morning,8.0
SHF-275111,EMP-748576,Employee,DEP-007,2024-04-28,Afternoon,12.0
SHF-275197,DOC-758506,Doctor,DEP-009,2025-01-30,Night,8.0
SHF-275201,NUR-774199,Nurse,DEP-013,2025-10-21,Night,12.0
SHF-275227,EMP-722613,Employee,DEP-014,2023-03-06,Afternoon,10.0
SHF-275366,DOC-104209,Doctor,DEP-010,2025-05-30,Afternoon,12.0
SHF-275380,EMP-555741,Employee,DEP-005,2025-12-27,Night,10.0
SHF-275418,NUR-932719,Nurse,DEP-001,2024-12-25,Morning,12.0
SHF-275424,NUR-886338,Nurse,DEP-016,2023-05-12,Night,10.0
SHF-275485,EMP-522325,Employee,DEP-016,2026-03-20,Morning,8.0
SHF-275514,EMP-400399,Employee,DEP-010,2024-09-21,Night,12.0
SHF-275562,DOC-215566,Doctor,DEP-012,2026-07-01,Morning,12.0
SHF-275597,NUR-562685,Nurse,DEP-002,2025-04-10,Night,10.0
SHF-275652,NUR-532022,Nurse,DEP-009,2025-03-09,Night,12.0
SHF-275722,EMP-677266,Employee,DEP-013,2025-04-30,Morning,10.0
SHF-275749,DOC-804750,Doctor,DEP-015,2023-05-14,Night,8.0
SHF-275785,NUR-919894,Nurse,DEP-018,2026-01-03,Afternoon,12.0
SHF-275798,EMP-626571,Employee,DEP-006,2026-01-12,Afternoon,12.0
SHF-275816,EMP-627481,Employee,DEP-010,2026-07-22,Afternoon,8.0
SHF-275826,EMP-687985,Employee,DEP-018,2023-09-15,Night,8.0
SHF-275900,DOC-735803,Doctor,DEP-010,2025-03-23,Morning,10.0
